!
!Date: 04/07/2024
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene/Complex	Systematic Name/Complex Accession	Qualifier	Gene Ontology Term ID	Gene Ontology Term	Aspect	Annotation Extension	Evidence	Method	Source	Assigned On	Reference
MST27-MST28 vesicle formation complex	CPX-1303	located in	GO:0005794	Golgi apparatus	cellular component		IDA	manually curated	ComplexPortal	2018-03-27	Sandmann T, et al. (2003) PMID:12925749
Mannosyl phosphorylinositol ceramide synthase SUR1-CSG2	CPX-1739	located in	GO:0005794	Golgi apparatus	cellular component		BSR	manually curated	ComplexPortal	2014-10-16	Uemura S, et al. (2003) PMID:12954640
Mannosyl phosphorylinositol ceramide synthase CSH1-CSG2	CPX-1740	located in	GO:0005794	Golgi apparatus	cellular component		IDA	manually curated	ComplexPortal	2020-08-25	Uemura S, et al. (2003) PMID:12954640
Ric1-Rgp1 guanyl-nucleotide exchange factor complex	CPX-3078	located in	GO:0005794	Golgi apparatus	cellular component		IDA	manually curated	ComplexPortal	2014-10-16	Siniossoglou S, et al. (2000) PMID:10990452
MST28	YAR033W	located in	GO:0005794	Golgi apparatus	cellular component		IDA	manually curated	SGD	2019-02-22	Sandmann T, et al. (2003) PMID:12925749
PEP1	YBL017C	located in	GO:0005794	Golgi apparatus	cellular component		IDA	manually curated	SGD	2010-10-19	Gharakhanian E, et al. (2011) PMID:20936498
AST1	YBL069W	located in	GO:0005794	Golgi apparatus	cellular component		IDA	manually curated	SGD	2012-05-10	Bagnat M, et al. (2001) PMID:11739806
GRX7	YBR014C	located in	GO:0005794	Golgi apparatus	cellular component		IDA	manually curated	SGD	2008-08-28	Izquierdo A, et al. (2008) PMID:18503006
MNN2	YBR015C	located in	GO:0005794	Golgi apparatus	cellular component		IDA	manually curated	SGD	2002-09-25	Rayner JC and Munro S (1998) PMID:9756928
SEC18	YBR080C	located in	GO:0005794	Golgi apparatus	cellular component		IDA	manually curated	SGD	2013-05-24	Aksnes H, et al. (2013) PMID:23613772
