!
!Date: 04/07/2024
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene/Complex	Systematic Name/Complex Accession	Qualifier	Gene Ontology Term ID	Gene Ontology Term	Aspect	Annotation Extension	Evidence	Method	Source	Assigned On	Reference
Importin complex, KAP60-KAP95	CPX-1068	located in	GO:0005635	nuclear envelope	cellular component		IDA	manually curated	ComplexPortal	2017-12-12	Enenkel C, et al. (1995) PMID:7622450
MPS2-BBP1 spindle pole body anchor complex	CPX-1287	located in	GO:0005635	nuclear envelope	cellular component		IDA	manually curated	ComplexPortal	2018-02-14	Kupke T, et al. (2017) PMID:28356353
Nuclear pore complex	CPX-824	located in	GO:0005635	nuclear envelope	cellular component		BSR	manually curated	ComplexPortal	2019-10-03	Kim SJ, et al. (2018) PMID:29539637
UIP3	YAR027W	located in	GO:0005635	nuclear envelope	cellular component		IDA	manually curated	SGD	2005-04-22	Takahashi Y, et al. (2000) PMID:11056382
SWH1	YAR042W	located in	GO:0005635	nuclear envelope	cellular component		IDA	manually curated	SGD	2006-10-16	Loewen CJ, et al. (2003) PMID:12727870
POL12	YBL035C	located in	GO:0005635	nuclear envelope	cellular component		IDA	manually curated	SGD	2004-10-08	Sundin BA, et al. (2004) PMID:15282802
CNM1	YBR063C	is active in	GO:0005635	nuclear envelope	cellular component	part of mitochondrial outer membrane	IDA	manually curated	SGD	2022-04-08	Eisenberg-Bord M, et al. (2021) PMID:34694322
UBX7	YBR273C	located in	GO:0005635	nuclear envelope	cellular component		IDA	manually curated	SGD	2005-03-31	Decottignies A, et al. (2004) PMID:14755638
RRT12	YCR045C	located in	GO:0005635	nuclear envelope	cellular component		IDA	manually curated	SGD	2009-11-05	Suda Y, et al. (2009) PMID:19779569
CSM1	YCR086W	located in	GO:0005635	nuclear envelope	cellular component		IDA	manually curated	SGD	2003-05-12	Drees BL, et al. (2001) PMID:11489916
OSH2	YDL019C	located in	GO:0005635	nuclear envelope	cellular component		IDA	manually curated	SGD	2015-01-23	Weber-Boyvat M, et al. (2015) PMID:25420878
NUS1	YDL193W	located in	GO:0005635	nuclear envelope	cellular component		HDA	manually curated	SGD	2018-11-19	Hazbun TR, et al. (2003) PMID:14690591
TRM1	YDR120C	located in	GO:0005635	nuclear envelope	cellular component		IDA	manually curated	SGD	2005-05-27	Rose AM, et al. (1995) PMID:7599275
CAB5	YDR196C	located in	GO:0005635	nuclear envelope	cellular component		HDA	manually curated	SGD	2018-11-19	Hazbun TR, et al. (2003) PMID:14690591
GPI19	YDR437W	located in	GO:0005635	nuclear envelope	cellular component		HDA	manually curated	SGD	2018-11-19	Hazbun TR, et al. (2003) PMID:14690591
HEH2	YDR458C	located in	GO:0005635	nuclear envelope	cellular component		IDA	manually curated	SGD	2007-10-02	King MC, et al. (2006) PMID:16929305
WBP1	YEL002C	located in	GO:0005635	nuclear envelope	cellular component		IDA	manually curated	SGD	2002-09-28	te Heesen S, et al. (1991) PMID:1724755
