!
!Date: 04/10/2024
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene/Complex	Systematic Name/Complex Accession	Qualifier	Gene Ontology Term ID	Gene Ontology Term	Aspect	Annotation Extension	Evidence	Method	Source	Assigned On	Reference
CoQ biosynthetic complex	CPX-1155	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	ComplexPortal	2018-07-23	He CH, et al. (2014) PMID:24406904
COX1 pre-assembly complex	CPX-1423	located in	GO:0005743	mitochondrial inner membrane	cellular component		BSR	manually curated	ComplexPortal	2018-03-27	Fontanesi F, et al. (2011) PMID:21068384
54S mitochondrial large ribosomal subunit	CPX-1602	located in	GO:0005743	mitochondrial inner membrane	cellular component		BSR	manually curated	ComplexPortal	2018-03-27	Pfeffer S, et al. (2015) PMID:25609543
37S mitochondrial small ribosomal subunit	CPX-1603	located in	GO:0005743	mitochondrial inner membrane	cellular component		BSR	manually curated	ComplexPortal	2018-03-27	Pfeffer S, et al. (2015) PMID:25609543
TIM22 mitochondrial inner membrane twin-pore carrier translocase complex	CPX-1629	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	ComplexPortal	2014-10-16	Koehler CM, et al. (2000) PMID:10648604
m-AAA complex	CPX-1654	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	ComplexPortal	2019-10-29	Arlt H, et al. (1996) PMID:8681382
i-AAA complex	CPX-1655	located in	GO:0005743	mitochondrial inner membrane	cellular component		BSR	manually curated	ComplexPortal	2019-10-30	Dunn CD, et al. (2008) PMID:18843051
Mitochondrial inner membrane peptidase complex	CPX-1892	located in	GO:0005743	mitochondrial inner membrane	cellular component		BSR	manually curated	ComplexPortal	2020-02-03	Jan PS, et al. (2000) PMID:10821182
INAC inner membrane assembly complex	CPX-3279	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	ComplexPortal	2015-04-10	Lytovchenko O, et al. (2014) PMID:24942160
Mitochondrial proton-transporting ATP synthase complex	CPX-3281	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	ComplexPortal	2020-09-09	Tzagoloff A and Meagher P (1971) PMID:4256832
TIM23 mitochondrial inner membrane pre-sequence translocase complex, motor variant	CPX-539	located in	GO:0005743	mitochondrial inner membrane	cellular component		BSR	manually curated	ComplexPortal	2020-09-28	van der Laan M, et al. (2005) PMID:16107694
Mitochondrial respiratory chain complex II	CPX-565	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	ComplexPortal	2018-01-11	Oyedotun KS and Lemire BD (1999) PMID:9929002
Mitochondrial respiratory chain complex III	CPX-567	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	ComplexPortal	2020-08-25	Cruciat CM, et al. (2000) PMID:10764779
TIM23 mitochondrial inner membrane pre-sequence translocase complex, sort variant	CPX-6127	located in	GO:0005743	mitochondrial inner membrane	cellular component		BSR	manually curated	ComplexPortal	2020-09-28	van der Laan M, et al. (2005) PMID:16107694
PET9	YBL030C	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2001-01-18	Lauquin G, et al. (1976) PMID:795470
MRX3	YBL095W	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2015-01-14	Jin K, et al. (2015) PMID:25546499
SCO1	YBR037C	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2001-01-18	Buchwald P, et al. (1991) PMID:1944230
TCM62	YBR044C	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2001-01-18	Dibrov E, et al. (1998) PMID:9822678
AAC3	YBR085W	located in	GO:0005743	mitochondrial inner membrane	cellular component		ISA with PET9	manually curated	SGD	2008-04-16	Kolarov J, et al. (1990) PMID:2165073
AAC3	YBR085W	located in	GO:0005743	mitochondrial inner membrane	cellular component		ISA with AAC1	manually curated	SGD	2008-04-16	Kolarov J, et al. (1990) PMID:2165073
MBA1	YBR185C	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2002-06-06	Preuss M, et al. (2001) PMID:11381092
MRX9	YDL027C	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2022-07-19	Chagas JAC, et al. (2022) PMID:35779633
CBS1	YDL069C	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	GO_Central	2022-09-21	Michaelis U, et al. (1991) PMID:1745228
DLD1	YDL174C	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2001-01-18	Rojo EE, et al. (1998) PMID:9525904
MRX19	YDL183C	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2010-04-02	Zotova L, et al. (2010) PMID:20197279
TIM22	YDL217C	is active in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2021-10-29	Kumar A, et al. (2020) PMID:32591483
PET100	YDR079W	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2002-06-13	Forsha D, et al. (2001) PMID:11498004
PET100	YDR079W	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2007-01-08	Church C, et al. (2005) PMID:15507444
COX26	YDR119W-A	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2012-02-22	Vukotic M, et al. (2012) PMID:22342701
COQ4	YDR204W	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2002-07-09	Belogrudov GI, et al. (2001) PMID:11469793
COX20	YDR231C	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2002-06-04	Hell K, et al. (2000) PMID:10671482
FMN1	YDR236C	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2002-10-01	Santos MA, et al. (2000) PMID:10887197
MRX10	YDR282C	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2012-11-01	Garcia-Diaz B, et al. (2012) PMID:23022099
ATP22	YDR350C	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2003-06-18	Helfenbein KG, et al. (2003) PMID:12646576
BCS1	YDR375C	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2001-01-18	Fölsch H, et al. (1996) PMID:8599931
ARH1	YDR376W	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2002-08-20	Lacour T, et al. (1998) PMID:9727014
COI1	YDR381C-A	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2020-01-31	Singhal RK, et al. (2017) PMID:28794267
SHE9	YDR393W	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2003-02-24	Messerschmitt M, et al. (2003) PMID:12591915
AFG1	YEL052W	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2007-06-08	Khalimonchuk O, et al. (2007) PMID:17430883
SOM1	YEL059C-A	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2002-09-27	Bauerfeind M, et al. (1998) PMID:9604886
HEM14	YER014W	is active in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2023-12-12	Camadro JM, et al. (1994) PMID:7798202
HEM14	YER014W	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2009-03-23	Camadro JM, et al. (1994) PMID:7798202
AFG3	YER017C	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2001-01-18	Tauer R, et al. (1994) PMID:7926051
COX15	YER141W	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2001-01-18	Glerum DM, et al. (1997) PMID:9228094
PET122	YER153C	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2011-05-24	Naithani S, et al. (2003) PMID:12529447
PET122	YER153C	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2003-02-10	McMullin TW and Fox TD (1993) PMID:8389363
ADK2	YER170W	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2005-03-14	Gu Y, et al. (2005) PMID:15753074
ADK2	YER170W	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2002-09-27	Schricker R, et al. (1995) PMID:8537371
FMP32	YFL046W	is active in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2020-09-29	Zulkifli M, et al. (2020) PMID:32978391
MRX20	YFR045W	located in	GO:0005743	mitochondrial inner membrane	cellular component		ISS with MIR1	manually curated	SGD	2019-08-09	Belenkiy R, et al. (2000) PMID:10930523
MPC1	YGL080W	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2012-06-04	Herzig S, et al. (2012) PMID:22628554
MPC1	YGL080W	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2012-06-04	Bricker DK, et al. (2012) PMID:22628558
COX18	YGR062C	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2008-01-31	Saracco SA and Fox TD (2002) PMID:11950926
TPC1	YGR096W	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2011-05-12	Marobbio CM, et al. (2002) PMID:12411483
PCP1	YGR101W	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2010-08-25	McQuibban GA, et al. (2003) PMID:12774122
CLD1	YGR110W	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2014-04-04	Baile MG, et al. (2013) PMID:23637464
SHY1	YGR112W	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2005-03-01	Barrientos A, et al. (2004) PMID:15306853
SHY1	YGR112W	located in	GO:0005743	mitochondrial inner membrane	cellular component		IDA	manually curated	SGD	2001-01-18	Mashkevich G, et al. (1997) PMID:9162072
