!
!Date: 04/07/2024
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene/Complex	Systematic Name/Complex Accession	Qualifier	Gene Ontology Term ID	Gene Ontology Term	Aspect	Annotation Extension	Evidence	Method	Source	Assigned On	Reference
LMA1 complex, TRX1 variant	CPX-1278	located in	GO:0000324	fungal-type vacuole	cellular component		BSR	manually curated	ComplexPortal	2018-03-27	Xu Z, et al. (1997) PMID:9015301
LMA1 complex, TRX2 variant	CPX-1279	located in	GO:0000324	fungal-type vacuole	cellular component		BSR	manually curated	ComplexPortal	2018-03-27	Xu Z, et al. (1997) PMID:9015301
PEP1	YBL017C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
URA7	YBL039C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
FUI1	YBL042C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
GRX7	YBR014C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-19	Huh WK, et al. (2003) PMID:14562095
FUR4	YBR021W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
CSG2	YBR036C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
FIG1	YBR040W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
ATG42	YBR139W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
ATG42	YBR139W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-19	Huh WK, et al. (2003) PMID:14562095
CSH1	YBR161W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
CSH1	YBR161W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-19	Huh WK, et al. (2003) PMID:14562095
TOS1	YBR162C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-19	Huh WK, et al. (2003) PMID:14562095
GDT1	YBR187W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-19	Huh WK, et al. (2003) PMID:14562095
GDT1	YBR187W	located in	GO:0000324	fungal-type vacuole	cellular component		IDA	manually curated	SGD	2013-06-25	Matsumoto R, et al. (2013) PMID:23708375
KTR4	YBR199W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
KTR3	YBR205W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
KTR3	YBR205W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-19	Huh WK, et al. (2003) PMID:14562095
APE3	YBR286W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
APE3	YBR286W	located in	GO:0000324	fungal-type vacuole	cellular component		IDA	manually curated	SGD	2001-01-18	Yasuhara T, et al. (1994) PMID:8175799
BSD2	YBR290W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
BSD2	YBR290W	located in	GO:0000324	fungal-type vacuole	cellular component		IDA	manually curated	SGD	2013-06-25	Matsumoto R, et al. (2013) PMID:23708375
COS2	YBR302C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-19	Huh WK, et al. (2003) PMID:14562095
COS2	YBR302C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
RER1	YCL001W	located in	GO:0000324	fungal-type vacuole	cellular component		IDA	manually curated	SGD	2014-01-21	Jarmoszewicz K, et al. (2012) PMID:22761830
YCL021W-A	YCL021W-A	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
YCL048W-A	YCL048W-A	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
PRD1	YCL057W	located in	GO:0000324	fungal-type vacuole	cellular component		IDA	manually curated	SGD	2014-07-08	Hrycyna CA and Clarke S (1993) PMID:8218194
DFP3	YCR007C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
ADP1	YCR011C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
FEN2	YCR028C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
CPR4	YCR069W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
ERS1	YCR075C	located in	GO:0000324	fungal-type vacuole	cellular component		IDA	manually curated	SGD	2007-04-30	Gao XD, et al. (2005) PMID:15885099
ERS1	YCR075C	located in	GO:0000324	fungal-type vacuole	cellular component		IDA	manually curated	SGD	2016-07-01	Simpkins JA, et al. (2016) PMID:27142334
GIT1	YCR098C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
YCR101C	YCR101C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
GRX6	YDL010W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-19	Huh WK, et al. (2003) PMID:14562095
GRX6	YDL010W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
GRX6	YDL010W	located in	GO:0000324	fungal-type vacuole	cellular component		IDA	manually curated	SGD	2013-06-25	Matsumoto R, et al. (2013) PMID:23708375
NPC2	YDL046W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
NPC2	YDL046W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-19	Huh WK, et al. (2003) PMID:14562095
KNH1	YDL049C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
VAM6	YDL077C	located in	GO:0000324	fungal-type vacuole	cellular component		IDA	manually curated	SGD	2007-04-30	Wang L, et al. (2002) PMID:11853670
VCX1	YDL128W	located in	GO:0000324	fungal-type vacuole	cellular component		IDA	manually curated	SGD	2002-03-07	Cunningham KW and Fink GR (1996) PMID:8628289
RPP1B	YDL130W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
SRF1	YDL133W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
AIT1	YDL180W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-19	Huh WK, et al. (2003) PMID:14562095
YDL211C	YDL211C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-19	Huh WK, et al. (2003) PMID:14562095
COS7	YDL248W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
RCR2	YDR003W	located in	GO:0000324	fungal-type vacuole	cellular component		IDA	manually curated	SGD	2007-02-13	Kota J, et al. (2007) PMID:17287526
RCR2	YDR003W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-19	Huh WK, et al. (2003) PMID:14562095
RCR2	YDR003W	is active in	GO:0000324	fungal-type vacuole	cellular component		IDA	manually curated	SGD	2020-06-04	Zhu L, et al. (2020) PMID:32421152
ENA1	YDR040C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
PST1	YDR055W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
MKC7	YDR144C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
YDR248C	YDR248C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
YDR262W	YDR262W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-19	Huh WK, et al. (2003) PMID:14562095
PHM6	YDR281C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-19	Huh WK, et al. (2003) PMID:14562095
PHM6	YDR281C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
RPP2B	YDR382W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
YDR415C	YDR415C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
SIP1	YDR422C	located in	GO:0000324	fungal-type vacuole	cellular component		IDA	manually curated	SGD	2007-04-30	Vincent O, et al. (2001) PMID:11331606
THI74	YDR438W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
PPN1	YDR452W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
ITR1	YDR497C	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
FPR2	YDR519W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
STL1	YDR536W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
PAU10	YDR542W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
PRB1	YEL060C	located in	GO:0000324	fungal-type vacuole	cellular component		TAS	manually curated	SGD	2001-12-14	Teichert U, et al. (1989) PMID:2674123
SIT1	YEL065W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
TIR1	YER011W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
FCY22	YER060W-A	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
AVT6	YER119C	located in	GO:0000324	fungal-type vacuole	cellular component		IDA	manually curated	SGD	2006-07-24	Russnak R, et al. (2001) PMID:11274162
YCK3	YER123W	located in	GO:0000324	fungal-type vacuole	cellular component		IDA	manually curated	SGD	2007-10-10	Hou H, et al. (2005) PMID:16301533
HXT10	YFL011W	located in	GO:0000324	fungal-type vacuole	cellular component		HDA	manually curated	SGD	2018-11-20	Yofe I, et al. (2016) PMID:26928762
