!
!Date: 04/07/2024
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene/Complex	Systematic Name/Complex Accession	Qualifier	Gene Ontology Term ID	Gene Ontology Term	Aspect	Annotation Extension	Evidence	Method	Source	Assigned On	Reference
OPY2-MSB2 osmosensory complex	CPX-1302	located in	GO:0005886	plasma membrane	cellular component		BSR	manually curated	ComplexPortal	2018-03-27	Yamamoto K, et al. (2016) PMID:26598606
Vesicular SNARE complex SSO1-SEC9-SNC1	CPX-1365	located in	GO:0005886	plasma membrane	cellular component		BSR	manually curated	ComplexPortal	2020-03-13	Mendonsa R and Engebrecht J (2009) PMID:19502581
Vesicular SNARE complex SSO2-SEC9-SNC1	CPX-1369	located in	GO:0005886	plasma membrane	cellular component		BSR	manually curated	ComplexPortal	2020-03-13	Mendonsa R and Engebrecht J (2009) PMID:19502581
Ste4-Ste18 heterodimer	CPX-1645	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	ComplexPortal	2014-10-16	Clark KL, et al. (1993) PMID:8417317
VPS4 complex	CPX-334	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	ComplexPortal	2018-03-07	Wollert T, et al. (2009) PMID:19234443
MIH complex	CPX-3503	located in	GO:0005886	plasma membrane	cellular component		BSR	manually curated	ComplexPortal	2018-06-22	Tian C, et al. (2014) PMID:24895401
Vesicular SNARE complex SSO1-SEC9-SNC2	CPX-5463	located in	GO:0005886	plasma membrane	cellular component		BSR	manually curated	ComplexPortal	2020-03-13	Mendonsa R and Engebrecht J (2009) PMID:19502581
Vesicular SNARE complex SSO2-SEC9-SNC2	CPX-5465	located in	GO:0005886	plasma membrane	cellular component		BSR	manually curated	ComplexPortal	2020-03-13	Brennwald P, et al. (1994) PMID:7954793
Vacuolar SNARE complex SSO1-SEC9-NYV1	CPX-5521	located in	GO:0005886	plasma membrane	cellular component		BSR	manually curated	ComplexPortal	2020-03-13	Mendonsa R and Engebrecht J (2009) PMID:19502581
FET3-FTR1 high affinity iron permease complex	CPX-868	located in	GO:0005886	plasma membrane	cellular component		BSR	manually curated	ComplexPortal	2017-01-31	Kwok EY, et al. (2006) PMID:16700543
SSA1	YAL005C	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
SNC1	YAL030W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2022-09-29	Laidlaw KME, et al. (2022) PMID:36125415
SNC1	YAL030W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2009-06-24	Lewis MJ, et al. (2000) PMID:10637288
CDC19	YAL038W	located in	GO:0005886	plasma membrane	cellular component		HDA	manually curated	SGD	2018-11-19	Delom F, et al. (2006) PMID:16622836
GPB2	YAL056W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2005-07-25	Harashima T and Heitman J (2005) PMID:16030250
PRM9	YAR031W	located in	GO:0005886	plasma membrane	cellular component		IDA	manually curated	SGD	2012-11-01	Poirey R, et al. (2002) PMID:12101299
