fold	min_protein_count	R2_cv	RMSE_cv	R2_test	RMSE_test	proteins
1	1	0.09776171879993771	0.05874416808617591	-0.06202814462125491	0.055803633991242683	YLR075W
1	2	0.11749551152802332	0.05526167275515479	-0.062052109495186726	0.05322517491270076	YLR075W;YJR009C
1	3	0.2842193617110694	0.04541953360122338	0.073760759472594	0.0452084647575094	YLR075W;YGR192C;YJR009C
1	4	0.3921890357476436	0.04239566435549241	0.23871434737033306	0.03554773734396821	YLR075W;YGR192C;YJR009C;YPR191W
1	5	0.4248557900800613	0.03720855031047105	0.2774455570771207	0.03186365700015402	YLR075W;YGR192C;YJR009C;YKL060C;YPR191W
1	6	0.484451323705788	0.037195038674648094	0.469329551558705	0.03154293650884316	YLR075W;YGR192C;YJR009C;YBR159W;YKL060C;YPR191W
1	7	0.4936505085273386	0.036905792727290825	0.5361616393443633	0.030378927212460785	YLR075W;YGR192C;YJR009C;YLR110C;YBR159W;YKL060C;YPR191W
1	8	0.5032511822197583	0.036390101946096196	0.5573717788415748	0.028164192874773147	YLR075W;YAL038W;YGR192C;YJR009C;YLR110C;YBR159W;YKL060C;YPR191W
1	9	0.528793903151051	0.035320415081779986	0.5670498472830721	0.027649238313086934	YPL249C-A;YLR075W;YAL038W;YGR192C;YJR009C;YLR110C;YBR159W;YKL060C;YPR191W
1	10	0.5482057000679607	0.033890461880000694	0.5574941198191665	0.02766877528783572	YPL249C-A;YLR075W;YAL038W;YGR192C;YJR009C;YLR110C;YBR159W;YKL060C;YLL045C;YPR191W
1	11	0.540772535539442	0.03383421703136396	0.5707266388968325	0.027302874717322394	YGL103W;YPL249C-A;YLR075W;YAL038W;YGR192C;YJR009C;YLR110C;YBR159W;YKL060C;YLL045C;YPR191W
1	12	0.5529576068778448	0.03219815115835781	0.5999267919906891	0.025618600829903936	YGL103W;YPL249C-A;YLR075W;YAL038W;YGR192C;YJR009C;YLR110C;YKL009W;YBR159W;YKL060C;YLL045C;YPR191W
1	13	0.608622209242526	0.02780067034222778	0.5915177922725474	0.024073324602263628	YGL103W;YPL249C-A;YLR075W;YGR244C;YAL038W;YGR192C;YJR009C;YLR110C;YKL009W;YBR159W;YKL060C;YLL045C;YPR191W
1	14	0.6218742694566818	0.026974832525339006	0.5874975166919132	0.024598774826419242	YGL103W;YPL249C-A;YLR075W;YGR244C;YAL038W;YGR192C;YJR009C;YLR110C;YKL009W;YBR159W;YKL060C;YLR344W;YLL045C;YPR191W
