!
!Date: 01/22/2026
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene/Complex	Systematic Name/Complex Accession	Qualifier	Gene Ontology Term ID	Gene Ontology Term	Aspect	Annotation Extension	Evidence	Method	Source	Assigned On	Reference
ERV41-ERV46 retrograde receptor complex	CPX-1045	located in	GO:0005789	endoplasmic reticulum membrane	cellular component		IDA	manually curated	ComplexPortal	2017-03-13	Otte S and Barlowe C (2002) PMID:12426381
PPG1-FAR complex	CPX-1197	located in	GO:0005789	endoplasmic reticulum membrane	cellular component		BSR	manually curated	ComplexPortal	2018-03-27	Pracheil T and Liu Z (2013) PMID:23625923
Glycosylphosphatidylinositol-mannosyltransferase II complex	CPX-1269	located in	GO:0005789	endoplasmic reticulum membrane	cellular component		IDA	manually curated	ComplexPortal	2022-03-28	Sato K, et al. (2007) PMID:17615295
Glycosylphosphatidylinositol-mannosyltransferase I complex	CPX-1270	located in	GO:0005789	endoplasmic reticulum membrane	cellular component		BSR	manually curated	ComplexPortal	2017-11-14	Ashida H, et al. (2005) PMID:15635094
Glycosylphosphatidylinositol-N-acetylglucosaminyltransferase complex	CPX-1274	located in	GO:0005789	endoplasmic reticulum membrane	cellular component		BSR	manually curated	ComplexPortal	2021-03-08	Newman HA, et al. (2005) PMID:16278447
GPI-anchor transamidase complex	CPX-1275	located in	GO:0005789	endoplasmic reticulum membrane	cellular component		BSR	manually curated	ComplexPortal	2017-11-14	Grimme SJ, et al. (2004) PMID:15075373
Luminal surveillance complex	CPX-1280	located in	GO:0005789	endoplasmic reticulum membrane	cellular component		BSR	manually curated	ComplexPortal	2018-03-27	Denic V, et al. (2006) PMID:16873065
Oligosaccharyltransferase complex, OST6 variant	CPX-1638	located in	GO:0005789	endoplasmic reticulum membrane	cellular component		BSR	manually curated	ComplexPortal	2018-04-24	Chavan M, et al. (2006) PMID:16754853
Oligosaccharyltransferase complex, OST3 variant	CPX-1639	located in	GO:0005789	endoplasmic reticulum membrane	cellular component		BSR	manually curated	ComplexPortal	2018-05-17	Chavan M, et al. (2006) PMID:16754853
EMP24 complex	CPX-1698	located in	GO:0005789	endoplasmic reticulum membrane	cellular component		BSR	manually curated	ComplexPortal	2014-10-16	Aguilera-Romero A, et al. (2008) PMID:18283113
SSH1 translocon complex	CPX-1834	located in	GO:0005789	endoplasmic reticulum membrane	cellular component		BSR	manually curated	ComplexPortal	2014-10-16	Finke K, et al. (1996) PMID:8612571
Signal peptidase complex	CPX-1835	located in	GO:0005789	endoplasmic reticulum membrane	cellular component		BSR	manually curated	ComplexPortal	2020-08-27	Meyer HA and Hartmann E (1997) PMID:9148931
Golgi SNARE complex SED5-BOS1-BET1-SEC22	CPX-1854	located in	GO:0005789	endoplasmic reticulum membrane	cellular component		BSR	manually curated	ComplexPortal	2020-03-03	Parlati F, et al. (2000) PMID:11001058
Golgi SNARE complex SED5-GOS1-SFT1-YKT6	CPX-1855	located in	GO:0005789	endoplasmic reticulum membrane	cellular component		BSR	manually curated	ComplexPortal	2020-03-03	Parlati F, et al. (2002) PMID:11959998
Ire1 serine/threonine-protein kinase/endoribonuclease complex	CPX-2147	located in	GO:0005789	endoplasmic reticulum membrane	cellular component		BSR	manually curated	ComplexPortal	2020-11-03	Kimata Y, et al. (2007) PMID:17923530
Glycosylphosphatidylinsitol ethanolamine-phosphate transferase II complex	CPX-2678	located in	GO:0005789	endoplasmic reticulum membrane	cellular component		BSR	manually curated	ComplexPortal	2022-07-15	Pittet M and Conzelmann A (2007) PMID:16859984
Glycosylphosphatidylinsitol ethanolamine-phosphate transferase III complex	CPX-2680	located in	GO:0005789	endoplasmic reticulum membrane	cellular component		BSR	manually curated	ComplexPortal	2022-07-15	Pittet M and Conzelmann A (2007) PMID:16859984
PMT1-PMT2 dolichyl-phosphate-mannose-protein mannosyltransferase complex	CPX-3036	located in	GO:0005789	endoplasmic reticulum membrane	cellular component		BSR	manually curated	ComplexPortal	2014-10-16	Girrbach V and Strahl S (2003) PMID:12551906
PMT4 dolichyl-phosphate-mannose-protein mannosyltransferase complex	CPX-3039	located in	GO:0005789	endoplasmic reticulum membrane	cellular component		IDA	manually curated	ComplexPortal	2014-10-16	Hutzler J, et al. (2007) PMID:17470820
Seipin complex	CPX-3342	located in	GO:0005789	endoplasmic reticulum membrane	cellular component		IDA	manually curated	ComplexPortal	2018-05-01	Wang CW, et al. (2014) PMID:24434579
