id,fluxes
13GS_c,0.23310292753925071
16GS_c,0.0613429612542048
2OXOADPt_c_m,0.12107127048997876
AASADy_c,0.12107127874314952
AATA_c,0.12107127647800589
ABTA_c,0.1051408664851017
ACACT40ir_c,0.07800215789987137
ACGAM6PS_c,0.0055112757953307435
ACGAMPM_c,0.005511273943902558
ACGK_m,0.2877669975672398
ACHBS_m,0.10854004274886098
ACLS_m,0.2826836536262705
ACOADS160_c,0.025912942039650194
ACOADS180_c,0.009507522274944835
ACONTa_m,0.6750975171959724
ACONTb_m,0.6750975196438924
ACOTAi_m,0.28776699896869595
ACS_c,0.8419143990742043
ACt_c_m,-3.495237590467326e-07
ADK1_c,3.3524693534101493
ADNK1_c,0.04311716886783623
ADPATPt_c_m,21.76592161056655
ADSK_c,0.02358777704688502
ADSL1r_c,0.0748261709914192
ADSL2i_c,0.07801831111205404
ADSS_c,0.07482617884348512
AGPAT_c,0.020414423085785355
AGPRi_m,0.2877669998015727
AGTi_c,1.0000009245625134e-07
AHCi_c,0.043117165755713824
AHSERL2_c,0.02342993346887409
AICART_c,0.11358412798656997
AIRC1_c,0.07801829544821595
AKGCITta_m,1.2130128866423453
AKGDH_m,1.0260378766048512e-07
AKGMALta_m,2.3119776093774407
ALATA_L_m,0.18004035811008265
ALAt_c_m,0.1800403608034885
ALDD2y_m,3.467304607480827e-07
ALPHNH_c,-8.646091248344329e-05
ANPRT_c,0.011978123560401132
ANS_c,0.011978026363188456
ARGN_c,-8.64572944494952e-05
ARGSL_c,0.07104519467062971
ARGSS_c,0.07104518831693227
ASAD_c,0.23219131568594273
ASNS1_c,0.08550555223500989
ASPCT_c,0.08834846797020705
ASPGLUt_c_m,0.2399335543344073
ASPK_c,0.23219131327825987
ASPTA_c,-0.47550681233406067
ASPTAi_m,0.23993355624695384
ATPM_c,1.0030381328148507e-07
ATPPRT_c,0.035565833234223077
ATPS_m,7.1248994490859685
BPNT_c,0.023587778122054478
BIOMASS,0.3909535570043931
C14STR_c,0.013000367022830694
C22STDSy_c,0.013000381432431827
C24STR_c,0.013000384515889496
C3STDH1_c,0.013000365372271203
C3STDH2_c,0.013000374642781747
C3STKR1_c,0.013000364396147497
C3STKR2_c,0.013000374616300285
C4STMO1_c,0.01300037253960299
C4STMO2_c,0.013000370661936376
C4STMO3_c,0.013000375098325448
C4STMO4_c,0.01300036848003642
C5STDS_c,0.013000380959903869
C8STI_c,0.01300037761146078
CA2t_c_e,0.0005027718069663283
CBL_c,0.6142315198669187
CBPS_c,0.1593936375701041
CDPDAGS_c,0.019241954455629255
CHORM_c,0.10540734812692279
CHORS_c,0.1173853679243767
CHTNS_c,0.005511269437344239
CITICITta_m,0.6750973229592067
CITMALta_m,-0.5379155634187404
CO2t_c_e,53.01123880607633
CO2t_c_m,-4.358763221706992
CS_m,0.6750975140201774
CTPS2_c,0.037691842096701574
CU2t_c_e,4.4569997194306357e-05
CYSS_c,0.00015785305986978427
CYTK1_c,0.019241955704465862
DDPA_c,0.11738536821237412
DGAT_c,0.0026698322329361444
DHAD1_m,0.2826836527965007
DHAD2_m,0.1085400457991979
DHFRi_c,0.0015454233465351677
DHORDfum_c,0.08834846800986029
DHORTS_c,0.08834847000322003
DHQS_c,0.1173853645574074
DHQTi_c,0.11738537333391849
DMATT_c,0.026000717035952345
DOLPMMT_c,0.15021607768936038
DOLPMT_c,0.15021608033945386
DPMVD_c,0.07800215525715046
DTMPK_c,0.0015454307709877417
DUTPDP_c,0.001545425360427169
ENO_c,49.004394290694485
ETOHt_c_e,45.89547309966283
EX_ca2_e,0.0005027847589142303
EX_co2_e,53.01123880421255
EX_cu2_e,4.457059684656695e-05
EX_etoh_e,45.89547310200383
EX_fe2_e,0.00025958981831323294
EX_glc__D_e,27.69301345126683
EX_h2o_e,14.981893632647658
EX_h_e,0.953711581208919
EX_k_e,0.23599910635110471
EX_mg2_e,0.02486738260970427
