id,fluxes
13GS_c,0.2792381680697194
16GS_c,0.0734835433180333
2OXOADPt_c_m,0.1455983737072454
AASADy_c,0.14559840220699158
AATA_c,0.145598375658756
ABTA_c,0.03400969850415154
ACACT40ir_c,0.10119976985064359
ACACTm40_m,0.0023588753523995825
ACGAM6PS_c,0.006601864576954356
ACGAMPM_c,0.00660186233249081
ACGK_m,0.08554212525433799
ACHBS_m,0.13288793289530557
ACLS_m,0.3399514859171433
ACOADS160_c,0.0026231198039816184
ACOADS170_c,0.002358897786385181
ACOADS180_c,0.02375963813068185
ACOADS181_c,0.010476870151367002
ACOADS182_c,0.00243531465116346
ACOADm40f_m,0.002358852587078436
ACONTa_m,5.823843230027705
ACONTb_m,5.82384318113327
ACOTAi_m,0.08554212981156002
ACS_c,1.019434323192785
ACt_c_e,2.3235172567090503
ACt_c_m,-0.5752479642941274
ADK1_c,4.062013051220307
ADNK1_c,0.03817606988255096
ADPATPt_c_m,107.80997045389395
ADSK_c,0.028366112443766862
ADSL1r_c,0.09605646576664632
ADSL2i_c,0.10565208206961381
ADSS_c,0.09605647319576803
AGPAT_c,0.015398253335349677
AGPRi_m,0.08554210861755425
AGTi_c,9.999777898475723e-08
AHCi_c,0.03817610233561585
AHSERL2_c,0.025263452377191048
AICART_c,0.14842306742239997
AIRC1_c,0.10565208257253347
AKGCITta_m,0.1724508201630727
AKGDH_m,4.949249603272911
AKGMALta_m,1.6467114158849518
ALATA_L_m,0.21651405957781408
ALAt_c_m,0.21651404093858506
ALPHNH_c,1.0000180759331751e-07
ANPRT_c,0.014404942743819382
ANS_c,0.014404822886147592
ARGN_c,1.0880291337027034e-07
ARGSL_c,0.08554211309430942
ARGSS_c,0.08554209961325003
ASAD_c,0.2815890002540144
ASNS1_c,0.10282740747779352
ASPCT_c,0.11958285993491168
ASPGLUt_c_m,1.2804148069619395e-07
ASPK_c,0.28158901655286794
ASPTA_c,-0.8940772116184235
ASPTAi_m,1.0000035828159417e-07
ATPM_c,4.376892839137849e-06
ATPPRT_c,0.04277095275171817
ATPS_m,34.32104321316664
BPNT_c,0.028366113444382123
BIOMASS,0.47739217901585723
C14STR_c,0.016866684606614293
C22STDSy_c,0.016866749673866793
C24STR_c,0.016866739605724542
C3STDH1_c,0.01686672798769204
C3STDH2_c,0.016866741812783706
C3STKR1_c,0.016866730660434325
C3STKR2_c,0.01686671619917703
C4STMO1_c,0.016866713884499857
C4STMO2_c,0.016866712287651207
C4STMO3_c,0.016866717489894364
C4STMO4_c,0.01686669148014384
C5STDS_c,0.01686675447708905
C8STI_c,0.016866750420847103
CA2t_c_e,0.0006139026422947326
CBL_c,9.999759733213098e-08
CBPS_c,0.20512499095692321
CDPDAGS_c,0.014882218865360331
CHORM_c,0.12676143839313164
CHORS_c,0.1411662643739873
CHTNS_c,0.00660186515345247
CITICITta_m,0.1728698035165094
CITMALta_m,0.0004189967939040273
CO2t_c_e,25.92089545726776
CO2t_c_m,-17.960844452005404
COAt_c_m,0.0023588590583459882
CS_m,5.823843278752174
CTPS2_c,0.050929522166813394
CU2t_c_e,5.4432054775865243e-05
CYSS_c,0.0031026503752236414
CYTK1_c,0.01488223048567657
DDPA_c,0.1411662740456946
DGAT_c,0.0018799563332297156
DHAD1_m,0.33995152711895066
DHAD2_m,0.13288792143008976
DHFRi_c,0.002426642197520989
DHORDfum_c,0.11958288487710252
DHORTS_c,0.11958286720699811
DHQS_c,0.1411662717308246
DHQTi_c,0.1411662676821599
DMATT_c,0.03373324315085633
DOLPMMT_c,0.19993995098839304
DOLPMT_c,0.19993995062421188
DPMVD_c,0.10119973192953262
DTMPK_c,0.0024265916632163344
DUTPDP_c,0.00242663417597485
ECOAHm40_m,0.0023588651719618336
ENO_c,16.51666673361251
ETFOXRq7_m,0.002321212901854844
ETOHt_c_e,4.699737601134186
EX_ac_e,2.323517256812167
EX_ca2_e,0.0006138731616702562
EX_co2_e,25.920895537084995
EX_cu2_e,5.4433951571221056e-05
EX_etoh_e,4.6997376190833124
EX_fe2_e,0.00031700280812876913
EX_glc__D_e,10.129113534915867
EX_h2o_e,33.1524614655362
EX_h_e,3.9477649923056255
EX_k_e,0.2881777785900533
EX_mg2_e,0.03036549122524144
EX_mn2_e,4.488132445694003e-05
EX_nh4_e,3.8238230485895084
EX_o2_e,20.63294265443859
EX_pi_e,0.2905560226056273
