fold	min_protein_count	R2_cv	RMSE_cv	R2_test	RMSE_test	proteins
1	1	0.10194705986544608	0.062365283279183906	0.12483144393190122	0.03379432098379965	YLR075W
1	2	0.3608524637837633	0.046323755893356855	0.18444350572936927	0.0335710922830583	YLR075W;YHR174W
1	3	0.5796636492248427	0.03135875716879269	0.446010738301017	0.0261212621405097	YLR075W;YHR174W;YBL045C
1	4	0.5468029209199043	0.031241681323387064	0.44331898566980954	0.02590245120305772	YOR063W;YLR075W;YHR174W;YBL045C
1	5	0.588116299136672	0.028306244032049514	0.4962471584402201	0.024530328328430575	YOR063W;YLR075W;YHR174W;YPR191W;YBL045C
1	6	0.5223631762604107	0.02693750196935306	0.5262354869445472	0.023616867234724545	YOR063W;YLR075W;YHR174W;YCR012W;YPR191W;YBL045C
1	7	0.511245167994932	0.027047893256308977	0.5257876072930147	0.022413969080965854	YIL133C;YOR063W;YLR075W;YHR174W;YCR012W;YPR191W;YBL045C
1	8	0.4711380056541478	0.02697622422542291	0.525325057643278	0.02184330859318165	YIL133C;YOR063W;YLR075W;YHR174W;YCR012W;YOL121C;YPR191W;YBL045C
1	9	0.41099807932295435	0.025814933709426488	0.564797322777122	0.02172849615234789	YIL133C;YOR063W;YLR075W;YHR174W;YCR012W;YBL092W;YOL121C;YPR191W;YBL045C
1	10	0.40849793273466617	0.025426707056846208	0.5924281192452101	0.020909294224752614	YIL133C;YOR063W;YLR075W;YHR174W;YCR012W;YBL092W;YOL121C;YPR043W;YPR191W;YBL045C
1	11	0.567122166545014	0.023364761281636646	0.5901648273436061	0.020888421425030432	YBR118W;YIL133C;YOR063W;YLR075W;YHR174W;YCR012W;YBL092W;YOL121C;YPR043W;YPR191W;YBL045C
1	12	0.5747868723342806	0.022166708278597343	0.6335909130134764	0.018618759815464354	YBR118W;YIL133C;YOR063W;YLR075W;YGR244C;YHR174W;YCR012W;YBL092W;YOL121C;YPR043W;YPR191W;YBL045C
1	13	0.5696212647868407	0.021939139069331797	0.6334917562137939	0.018446026802067625	YBR118W;YIL133C;YOR063W;YLR075W;YGR244C;YAL038W;YHR174W;YCR012W;YBL092W;YOL121C;YPR043W;YPR191W;YBL045C
1	14	0.8038532196498346	0.019427588924571786	0.6765593359996382	0.017859308109120883	YBR118W;YIL133C;YOR063W;YLR075W;YGR244C;YAL038W;YHR174W;YLR110C;YCR012W;YBL092W;YOL121C;YPR043W;YPR191W;YBL045C
1	15	0.8180276609017828	0.018554368917258788	0.7242366878192666	0.016031814353095482	YBR118W;YIL133C;YOR063W;YLR075W;YGR244C;YAL038W;YAL005C;YHR174W;YLR110C;YCR012W;YBL092W;YOL121C;YPR043W;YPR191W;YBL045C
1	16	0.7948867187101465	0.018782387792963682	0.748205304222082	0.015348229797966812	YBR118W;YIL133C;YOR063W;YLR075W;YGR244C;YAL038W;YAL005C;YHR174W;YLR110C;YMR205C;YCR012W;YBL092W;YOL121C;YPR043W;YPR191W;YBL045C
1	17	0.7992250330137975	0.01801005034178675	0.7486018531105613	0.01489697408816444	YBR118W;YIL133C;YOR063W;YLR075W;YGR244C;YLR441C;YAL038W;YAL005C;YHR174W;YLR110C;YMR205C;YCR012W;YBL092W;YOL121C;YPR043W;YPR191W;YBL045C
1	18	0.7964514605357734	0.017367991904453275	0.7427954857930661	0.014701871220204171	YBR118W;YIL133C;YOR063W;YLR075W;YGR244C;YLR441C;YAL038W;YAL005C;YHR174W;YLR110C;YMR205C;YCR012W;YLR044C;YBL092W;YOL121C;YPR043W;YPR191W;YBL045C
1	19	0.8142566586428198	0.016868386451737577	0.7406927122564898	0.014581350372209555	YBR118W;YIL133C;YOR063W;YLR075W;YGR244C;YLR441C;YAL038W;YAL005C;YHR174W;YBL099W;YLR110C;YMR205C;YCR012W;YLR044C;YBL092W;YOL121C;YPR043W;YPR191W;YBL045C
